Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL
2023-01-05,CLOSED,HEDGE,2023-01-05,NIFTY,17800PE,09:16:00,15:22:00,1.95,0.4,842.6966292134831,-1306.1797752808986
2023-01-05,CLOSED,HEDGE,2023-01-05,NIFTY,18300CE,09:16:00,15:22:00,3.5,0.3,819.672131147541,-2622.9508196721313
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,17950CE,09:16:00,15:22:00,132.3,24.45,-167.13091922005572,18025.06963788301
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,17950PE,09:16:00,15:22:00,13.0,11.85,-167.13091922005572,192.20055710306414
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18000CE,09:16:00,15:22:00,94.0,5.6,-166.66666666666666,14733.333333333334
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18000PE,09:16:00,15:22:00,25.2,40.0,-166.66666666666666,-2466.6666666666665
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18050CE,09:16:00,15:22:00,61.35,0.9,-166.2049861495845,10047.091412742384
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18050PE,09:16:00,15:22:00,42.95,83.8,-166.2049861495845,-6789.473684210526
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18100CE,09:16:00,13:21:00,37.4,3.35,-165.74585635359117,5643.646408839779
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18100PE,09:16:00,13:21:00,68.9,175.25,-165.74585635359117,-17627.07182320442
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18150CE,09:16:00,12:04:00,21.7,5.25,-165.28925619834712,2719.00826446281
2023-01-05,CLOSED,STRADDLE,2023-01-05,NIFTY,18150PE,09:16:00,12:04:00,102.9,178.15,-165.28925619834712,-12438.01652892562
