time,open,high,low,close,MA,Shapes
2016-07-18T15:15:00+05:30,8514.65,8515.8,8494.35,8497.35,8521.520000000015,1
2016-07-19T09:15:00+05:30,8505.85,8525.95,8493.65,8513.95,8522.911250000014,1
2016-07-19T10:15:00+05:30,8513.9,8523.35,8507,8516.75,8524.412500000015,1
2016-07-19T11:15:00+05:30,8517.1,8517.15,8502.1,8506.55,8525.536250000014,0
2016-07-19T12:15:00+05:30,8506.85,8537.15,8501.5,8502.45,8526.378750000014,0
2016-07-19T13:15:00+05:30,8502.75,8503.35,8476.7,8489.2,8526.860000000015,0
2016-07-19T14:15:00+05:30,8489.1,8537.7,8482.2,8535.35,8528.038750000014,1
2016-07-19T15:15:00+05:30,8535.4,8540.05,8529.3,8535.4,8529.231250000015,1
2016-07-20T09:15:00+05:30,8518.1,8559.5,8512.55,8550.35,8530.558750000015,1
2016-07-20T10:15:00+05:30,8550.3,8556.45,8542.15,8548.15,8531.915000000014,1
2016-07-20T11:15:00+05:30,8548.25,8566.15,8547.05,8559.7,8533.340000000015,1
2016-07-20T12:15:00+05:30,8559.6,8564.35,8546.45,8550.25,8534.001250000014,1
2016-07-20T13:15:00+05:30,8550.4,8562.65,8546,8555.65,8534.988750000015,1
2016-07-20T14:15:00+05:30,8555.6,8569.1,8555.55,8565.55,8536.078750000013,1
2016-07-20T15:15:00+05:30,8565.8,8569.9,8563.4,8566.65,8537.401250000014,1
2016-07-21T09:15:00+05:30,8583,8585.25,8553.65,8555.25,8538.393750000014,1
2016-07-21T10:15:00+05:30,8555.75,8574.6,8555.55,8569.9,8540.023750000013,1
2016-07-21T11:15:00+05:30,8570.25,8573.9,8547.2,8551.45,8540.842500000013,0
2016-07-21T12:15:00+05:30,8551.75,8558.8,8529.75,8531.7,8541.150000000014,0
2016-07-21T13:15:00+05:30,8531.4,8555,8524.7,8534.1,8541.883750000014,0
2016-07-21T14:15:00+05:30,8534.05,8539.95,8504.45,8512.55,8541.845000000014,0
2016-07-21T15:15:00+05:30,8513.05,8514.45,8503.45,8505.15,8541.685000000016,0
2016-07-22T09:15:00+05:30,8523.35,8525.4,8489.8,8510.5,8541.025000000014,0
2016-07-22T10:15:00+05:30,8510.65,8511.9,8493.85,8509.25,8540.257500000014,0
2016-07-22T11:15:00+05:30,8509.35,8538.9,8504.8,8534.75,8539.893750000014,0
2016-07-22T12:15:00+05:30,8535.1,8543.85,8518.65,8539.85,8539.190000000013,1
2016-07-22T13:15:00+05:30,8539.7,8539.8,8504.55,8539.8,8538.595000000014,0
2016-07-22T14:15:00+05:30,8540.2,8547.8,8532.05,8537.45,8538.487500000014,0
2016-07-22T15:15:00+05:30,8537.35,8548.95,8535.3,8546.45,8538.952500000014,0
