time,open,high,low,close,Volume,MA,MA,Shapes
2012-01-02T09:15:00+05:30,4639.8,4645.95,4610,4620.3,0,NaN,NaN,0
2012-01-02T10:15:00+05:30,4620.45,4628.35,4607,4619.5,0,NaN,NaN,0
2012-01-02T11:15:00+05:30,4619.6,4620,4592.8,4593.2,0,NaN,NaN,0
2012-01-02T12:15:00+05:30,4592.8,4622.4,4588.05,4618.45,0,NaN,NaN,0
2012-01-02T13:15:00+05:30,4618.4,4630,4601.55,4605.05,0,NaN,NaN,0
2012-01-02T14:15:00+05:30,4605.25,4639.05,4604.3,4634.35,0,NaN,NaN,0
2012-01-02T15:15:00+05:30,4634.75,4643.4,4633.85,4640.6,0,NaN,NaN,0
2012-01-03T09:15:00+05:30,4676.6,4719.75,4676.4,4715.65,0,NaN,NaN,0
2012-01-03T10:15:00+05:30,4715.9,4730.55,4715.45,4730.45,0,NaN,NaN,0
2012-01-03T11:15:00+05:30,4730.25,4736.25,4721.8,4732.95,0,NaN,NaN,0
2012-01-03T12:15:00+05:30,4732.85,4744.4,4726.9,4743.8,0,NaN,NaN,0
2012-01-03T13:15:00+05:30,4743.7,4744.2,4725.65,4737.3,0,NaN,NaN,0
2012-01-03T14:15:00+05:30,4737.25,4768.6,4733.05,4765.65,0,NaN,NaN,0
2012-01-03T15:15:00+05:30,4765.75,4773.1,4759.05,4760.7,0,NaN,NaN,0
2012-01-04T09:15:00+05:30,4777.05,4777.05,4746.65,4767.65,0,NaN,NaN,0
2012-01-04T10:15:00+05:30,4767.55,4780.55,4744.1,4753.75,0,NaN,NaN,0
2012-01-04T11:15:00+05:30,4753.65,4757.7,4736.1,4742.7,0,NaN,NaN,0
2012-01-04T12:15:00+05:30,4742.5,4749.85,4733.05,4741.05,0,4695.727777777778,NaN,0
2012-01-04T13:15:00+05:30,4740.95,4782.85,4740.7,4747.2,0,4702.777777777777,NaN,0
2012-01-04T14:15:00+05:30,4746.7,4759.25,4728.85,4750.25,0,4710.041666666667,NaN,0
2012-01-04T15:15:00+05:30,4750.15,4750.95,4741.25,4741.6,0,4718.286111111111,NaN,0
2012-01-05T09:15:00+05:30,4748.85,4774.9,4745.5,4762.45,0,4726.286111111111,NaN,0
2012-01-05T10:15:00+05:30,4762.55,4768.55,4752,4763.9,0,4735.111111111111,NaN,0
2012-01-05T11:15:00+05:30,4763.85,4779.1,4758.1,4771.75,0,4742.7444444444445,NaN,0
2012-01-05T12:15:00+05:30,4772,4779.8,4763.95,4771.15,0,4749.997222222222,NaN,0
2012-01-05T13:15:00+05:30,4771.05,4775.2,4746.9,4748.55,0,4751.825,NaN,0
2012-01-05T14:15:00+05:30,4748.9,4755.5,4730.15,4752.7,0,4753.06111111111,NaN,0
2012-01-05T15:15:00+05:30,4752.65,4756,4745.85,4748.7,0,4753.93611111111,NaN,0
2012-01-06T09:15:00+05:30,4725.1,4740.5,4710.65,4722.6,0,4752.758333333333,NaN,0
2012-01-06T10:15:00+05:30,4722.4,4722.55,4686.85,4698.1,0,4750.580555555555,NaN,0
2012-01-06T11:15:00+05:30,4697.85,4706,4693.85,4698.65,0,4746.858333333334,NaN,0
2012-01-06T12:15:00+05:30,4698.6,4712.5,4693.55,4699.35,0,4743.450000000001,NaN,0
2012-01-06T13:15:00+05:30,4699.55,4722.65,4696.5,4716.1,0,4740.586111111112,NaN,0
2012-01-06T14:15:00+05:30,4716.05,4794.9,4715.8,4750.45,0,4740.402777777777,NaN,0
2012-01-06T15:15:00+05:30,4750.25,4762.3,4748.75,4760.45,0,4741.38888888889,NaN,0
2012-01-09T09:15:00+05:30,4743.9,4743.9,4695.45,4706.05,0,4739.444444444445,NaN,0
2012-01-09T10:15:00+05:30,4705.9,4715.5,4701.7,4707.45,0,4737.236111111112,NaN,0
2012-01-09T11:15:00+05:30,4707.3,4728.85,4707.1,4723.1,0,4735.727777777779,NaN,0
2012-01-09T12:15:00+05:30,4722.9,4738.35,4721.9,4734.4,0,4735.327777777779,NaN,0
2012-01-09T13:15:00+05:30,4734.45,4749.2,4731.95,4742.8,0,4734.236111111112,NaN,0
2012-01-09T14:15:00+05:30,4742.9,4758.7,4722.85,4744,0,4733.130555555557,NaN,0
2012-01-09T15:15:00+05:30,4743.8,4749.55,4743.55,4744.2,0,4731.600000000001,NaN,0
2012-01-10T09:15:00+05:30,4772.75,4808.75,4768.25,4804.8,0,4733.469444444446,NaN,0
2012-01-10T10:15:00+05:30,4804.25,4824.4,4804,4814.1,0,4737.111111111113,NaN,0
2012-01-10T11:15:00+05:30,4814.2,4833.15,4813.25,4828.55,0,4741.325000000002,NaN,0
2012-01-10T12:15:00+05:30,4828.7,4830.75,4816.75,4825.7,0,4745.60277777778,NaN,0
2012-01-10T13:15:00+05:30,4825.65,4837.2,4812.6,4835.5,0,4751.875000000003,NaN,0
2012-01-10T14:15:00+05:30,4835.55,4855.9,4831.85,4848.35,0,4760.222222222224,4733.042708333333,0
2012-01-10T15:15:00+05:30,4848.45,4851.95,4842.65,4851.05,0,4768.688888888892,4737.849999999999,1
2012-01-11T09:15:00+05:30,4864,4864.05,4841.6,4852.75,0,4777.2111111111135,4742.709374999999,1
2012-01-11T10:15:00+05:30,4852.7,4865.9,4846.75,4853.1,0,4784.822222222225,4748.123958333334,1
2012-01-11T11:15:00+05:30,4853.05,4872.3,4845.9,4871.5,0,4791.547222222225,4753.395833333333,1
2012-01-11T12:15:00+05:30,4871.55,4877.2,4850.15,4860.7,0,4797.1166666666695,4758.721875,1
2012-01-11T13:15:00+05:30,4860.75,4870.55,4852.7,4854.15,0,4805.344444444448,4763.301041666667,1
2012-01-11T14:15:00+05:30,4854.3,4871.4,4842.25,4857.3,0,4813.669444444447,4767.815625,1
