,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year
0,SHORT,2018-01-01 11:15:00+05:30,2018-01-01 12:15:00+05:30,10521.15,10537.85,2018-01-05 09:15:00+05:30,10537.85,Initial SL Hit,-16.700000000000728,-20.911800000000728,380.186576562448,4,-6349.115828593159,-7950.385651758877,-0.6349115828593159,-0.7950385651758878,2018
1,SHORT,2018-01-05 10:15:00+05:30,2018-01-05 11:15:00+05:30,10544.9,10562.8,2018-01-05 13:15:00+05:30,10540.65,Reversed,4.25,0.032890000000000086,379.3302923688229,4,1612.1537425674971,12.476173316010618,0.16121537425674973,0.0012476173316010618,2018
2,LONG,2018-01-05 12:15:00+05:30,2018-01-05 13:15:00+05:30,10540.65,10520.1,2018-01-08 13:15:00+05:30,10609.75,Reversed,69.10000000000036,64.86992000000036,379.4832386997007,4,26222.291794149456,24617.047335790623,2.6222291794149455,2.4617047335790625,2018
3,SHORT,2018-01-08 12:15:00+05:30,2018-01-08 13:15:00+05:30,10609.75,10623.2,2018-01-08 14:15:00+05:30,10623.2,Initial SL Hit,-13.450000000000728,-17.69659000000073,377.01171092627067,4,-5070.807511958615,-6671.821673461007,-0.5070807511958615,-0.6671821673461007,2018
4,SHORT,2018-01-08 15:15:00+05:30,2018-01-09 09:15:00+05:30,10614.55,10631.2,2018-01-09 09:15:00+05:30,10645.8,Gap Outside Initial SL,-31.25,-35.50207,376.84122266134693,4,-11776.288208167092,-13378.643465808726,-1.1776288208167092,-1.3378643465808726,2018
5,LONG,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,10625.85,10659.15,2018-01-09 11:15:00+05:30,10629.85,Gap Outside Initial SL,4.0,-0.25114000000000036,376.4404729974543,4,1505.7618919898173,-94.53926038858081,0.15057618919898175,-0.009453926038858081,2018
6,SHORT,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,10625.85,10659.15,2018-01-09 11:15:00+05:30,10636.1,Reversed,-10.25,-14.50239,376.4404729974543,4,-3858.514848223907,-5459.2865511935515,-0.38585148482239073,-0.5459286551193552,2018
7,LONG,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,10636.1,10607.9,2018-01-09 13:15:00+05:30,10612.45,Reversed,-23.649999999999636,-27.899709999999637,376.07769765233496,4,-8894.237549477584,-10492.45870196769,-0.8894237549477584,-1.049245870196769,2018
8,SHORT,2018-01-09 12:15:00+05:30,2018-01-09 13:15:00+05:30,10612.45,10636.65,2018-01-09 14:15:00+05:30,10636.65,Initial SL Hit,-24.19999999999891,-28.44981999999891,376.91579230055265,4,-9121.362173672962,-10723.186446107697,-0.9121362173672962,-1.0723186446107695,2018
9,SHORT,2018-01-10 10:15:00+05:30,2018-01-10 11:15:00+05:30,10614.25,10655.5,2018-01-10 13:15:00+05:30,10618.1,Reversed,-3.850000000000364,-8.096470000000362,376.85187366040935,4,-1450.8797135927132,-3051.169889535431,-0.14508797135927132,-0.3051169889535431,2018
10,LONG,2018-01-10 12:15:00+05:30,2018-01-10 13:15:00+05:30,10618.1,10592.7,2018-01-11 14:15:00+05:30,10647.0,Reversed,28.899999999999636,24.646979999999637,376.7152315385992,4,10887.07019146538,9284.892777427087,1.088707019146538,0.9284892777427087,2018
11,SHORT,2018-01-11 13:15:00+05:30,2018-01-11 14:15:00+05:30,10647.0,10664.6,2018-01-12 09:15:00+05:30,10685.6,Gap Outside Initial SL,-38.600000000000364,-42.866520000000364,375.6926833849911,4,-14501.737578660792,-16104.637926176525,-1.4501737578660792,-1.6104637926176526,2018
12,SHORT,2018-01-12 10:15:00+05:30,2018-01-12 11:15:00+05:30,10669.85,10690.25,2018-01-12 14:15:00+05:30,10660.75,Reversed,9.100000000000364,4.833880000000364,374.8881193268884,4,3411.481885874821,1812.1641822519957,0.3411481885874821,0.18121641822519957,2018
13,LONG,2018-01-12 13:15:00+05:30,2018-01-12 14:15:00+05:30,10660.75,10597.1,2018-01-16 14:15:00+05:30,10690.9,Reversed,30.149999999999636,25.879669999999635,375.2081232558685,4,11312.524916164299,9710.262411181066,1.1312524916164297,0.9710262411181065,2018
14,SHORT,2018-01-16 13:15:00+05:30,2018-01-16 14:15:00+05:30,10690.9,10747.85,2018-01-17 09:15:00+05:30,10713.8,Reversed,-22.899999999999636,-27.180939999999637,374.1499780186888,4,-8568.034496627837,-10169.748103527163,-0.8568034496627838,-1.0169748103527163,2018
15,SHORT,2018-01-16 15:15:00+05:30,2018-01-17 09:15:00+05:30,10713.8,10687.85,2018-01-17 09:15:00+05:30,10687.85,Initial SL Hit,25.94999999999891,21.66966999999891,373.3502585450541,4,9688.439209243747,8090.376897085595,0.9688439209243745,0.8090376897085595,2018
16,LONG,2018-01-18 10:15:00+05:30,2018-01-18 11:15:00+05:30,10861.15,10887.5,2018-01-18 11:15:00+05:30,10876.6,Gap Outside Initial SL,15.450000000000728,11.102450000000728,368.28512634481615,4,5690.005202027677,4088.867200987272,0.5690005202027677,0.40888672009872723,2018
17,SHORT,2018-01-18 12:15:00+05:30,2018-01-18 13:15:00+05:30,10883.35,10844.95,2018-01-18 13:15:00+05:30,10877.5,Gap Outside Initial SL,5.850000000000364,1.4978300000003637,367.5338935162427,4,2150.0732770701534,550.5032917255675,0.21500732770701533,0.05505032917255675,2018
18,LONG,2018-01-19 11:15:00+05:30,2018-01-19 12:15:00+05:30,10833.25,10857.7,2018-01-19 12:15:00+05:30,10838.8,Gap Outside Initial SL,5.549999999999272,1.2155899999992723,369.2336094893038,4,2049.2465326653673,448.8366833588341,0.20492465326653675,0.044883668335883406,2018
19,SHORT,2018-01-19 13:15:00+05:30,2018-01-19 14:15:00+05:30,10843.15,10817.2,2018-01-19 14:15:00+05:30,10829.45,Gap Outside Initial SL,13.699999999998909,9.36547999999891,368.8964922554793,4,5053.881943899663,3454.892720288444,0.5053881943899663,0.3454892720288444,2018
20,LONG,2018-01-22 10:15:00+05:30,2018-01-22 11:15:00+05:30,10907.35,10881.4,2018-01-31 11:15:00+05:30,11012.5,Reversed,105.14999999999964,100.76602999999963,366.72518989488736,4,38561.153717447276,36953.441486703785,3.856115371744728,3.6953441486703786,2018
21,SHORT,2018-01-31 10:15:00+05:30,2018-01-31 11:15:00+05:30,11012.5,11058.5,2018-02-01 09:15:00+05:30,11058.5,Initial SL Hit,-46.0,-50.4142,363.22360953461975,4,-16708.28603859251,-18311.627695800227,-1.6708286038592508,-1.8311627695800228,2018
22,SHORT,2018-02-01 10:15:00+05:30,2018-02-01 11:15:00+05:30,11056.85,11100.7,2018-02-01 11:15:00+05:30,11100.7,Initial SL Hit,-43.850000000000364,-48.28151000000037,361.7666876189873,4,-15863.469252092726,-17466.641945943145,-1.5863469252092726,-1.7466641945943147,2018
23,LONG,2018-02-02 11:15:00+05:30,2018-02-02 12:15:00+05:30,10877.6,10826.5,2018-02-02 13:15:00+05:30,10826.5,Initial SL Hit,-51.100000000000364,-55.440820000000365,367.72817533279397,4,-18790.909759505907,-20387.151577554003,-1.8790909759505905,-2.0387151577554,2018
24,SHORT,2018-02-02 13:15:00+05:30,2018-02-02 14:15:00+05:30,10806.2,10884.35,2018-02-05 11:15:00+05:30,10675.3,Reversed,130.90000000000146,126.60370000000145,370.1578723325498,4,48453.66548833131,46863.35622142897,4.845366548833131,4.686335622142897,2018
25,LONG,2018-02-05 10:15:00+05:30,2018-02-05 11:15:00+05:30,10675.3,10586.8,2018-02-06 09:15:00+05:30,10297.7,Gap Outside Initial SL,-377.59999999999854,-381.7945999999985,374.6967298342904,4,-141485.4851854275,-143057.18808839042,-14.14854851854275,-14.305718808839043,2018
26,LONG,2018-02-06 10:15:00+05:30,2018-02-06 11:15:00+05:30,10372.8,10276.3,2018-02-07 11:15:00+05:30,10506.4,Reversed,133.60000000000036,129.42416000000037,385.6239395341663,4,51519.35832176476,49909.05445010041,5.151935832176476,4.990905445010041,2018
27,SHORT,2018-02-07 10:15:00+05:30,2018-02-07 11:15:00+05:30,10506.4,10614.0,2018-02-08 10:15:00+05:30,10575.8,Reversed,-69.39999999999964,-73.61643999999964,380.7203228508338,4,-26421.990405847726,-28027.274803928896,-2.6421990405847726,-2.8027274803928894,2018
28,LONG,2018-02-08 09:15:00+05:30,2018-02-08 10:15:00+05:30,10575.8,10446.4,2018-02-09 09:15:00+05:30,10416.9,Gap Outside Initial SL,-158.89999999999964,-163.09853999999964,378.2219784791694,4,-60099.47238033988,-61687.45248586382,-6.0099472380339884,-6.168745248586382,2018
29,LONG,2018-02-09 12:15:00+05:30,2018-02-09 13:15:00+05:30,10464.1,10400.45,2018-02-14 09:15:00+05:30,10528.25,Reversed,64.14999999999964,59.951529999999636,382.25934385183626,4,24521.93690809516,22917.03252071354,2.4521936908095157,2.291703252071354,2018
30,SHORT,2018-02-12 15:15:00+05:30,2018-02-14 09:15:00+05:30,10528.25,10555.5,2018-02-14 09:15:00+05:30,10590.55,Gap Outside Initial SL,-62.29999999999927,-66.52375999999927,379.93018782798663,4,-23669.65070168329,-25274.38463182363,-2.366965070168329,-2.5274384631823628,2018
31,SHORT,2018-02-14 10:15:00+05:30,2018-02-14 11:15:00+05:30,10542.15,10590.55,2018-02-14 14:15:00+05:30,10566.9,Reversed,-24.75,-28.971809999999998,379.42924356037435,4,-9390.873778119265,-10992.751952874889,-0.9390873778119265,-1.0992751952874888,2018
32,SHORT,2018-02-14 13:15:00+05:30,2018-02-14 14:15:00+05:30,10566.9,10527.8,2018-02-14 14:15:00+05:30,10527.8,Initial SL Hit,39.100000000000364,34.88106000000036,378.5405369597517,4,14800.934995126428,13203.895182125454,1.480093499512643,1.3203895182125454,2018
33,LONG,2018-02-15 09:15:00+05:30,2018-02-15 10:15:00+05:30,10583.8,10456.65,2018-02-15 14:15:00+05:30,10531.6,Reversed,-52.19999999999891,-56.42307999999891,377.93609100701076,4,-19728.26395056555,-21324.318297775437,-1.972826395056555,-2.132431829777544,2018
34,SHORT,2018-02-15 13:15:00+05:30,2018-02-15 14:15:00+05:30,10531.6,10618.1,2018-02-21 15:15:00+05:30,10404.45,Reversed,127.14999999999964,122.96278999999963,379.8093357134718,4,48292.7570359678,46702.41558737499,4.82927570359678,4.670241558737499,2018
35,LONG,2018-02-21 14:15:00+05:30,2018-02-21 15:15:00+05:30,10404.45,10354.2,2018-02-22 09:15:00+05:30,10354.2,Initial SL Hit,-50.25,-54.40173,384.4508839967514,4,-19318.65692083676,-20914.79318945259,-1.9318656920836759,-2.091479318945259,2018
36,LONG,2018-02-22 10:15:00+05:30,2018-02-22 11:15:00+05:30,10364.5,10340.65,2018-02-27 09:15:00+05:30,10576.7,Reversed,212.20000000000073,208.01176000000072,385.93275121810024,4,81894.92980848115,80278.55082251945,8.189492980848115,8.027855082251945,2018
37,SHORT,2018-02-26 15:15:00+05:30,2018-02-27 09:15:00+05:30,10576.7,10592.95,2018-02-27 09:15:00+05:30,10615.25,Gap Outside Initial SL,-38.54999999999927,-42.788389999999275,378.1897945483941,4,-14579.216579840318,-16182.132423156287,-1.4579216579840317,-1.6182132423156286,2018
38,SHORT,2018-02-28 11:15:00+05:30,2018-02-28 12:15:00+05:30,10495.75,10507.95,2018-02-28 14:15:00+05:30,10507.95,Initial SL Hit,-12.200000000000728,-16.400740000000727,381.10663840125767,4,-4649.500988495621,-6250.4308886933195,-0.46495009884956207,-0.625043088869332,2018
39,SHORT,2018-02-28 15:15:00+05:30,2018-03-01 09:15:00+05:30,10474.9,10535.5,2018-03-01 13:15:00+05:30,10499.05,Reversed,-24.149999999999636,-28.344789999999634,381.8652206703644,4,-9222.045079189162,-10823.889488204999,-0.9222045079189162,-1.0823889488204999,2018
40,LONG,2018-03-01 12:15:00+05:30,2018-03-01 13:15:00+05:30,10499.05,10469.85,2018-03-01 14:15:00+05:30,10469.85,Initial SL Hit,-29.19999999999891,-33.39377999999891,380.9868511912983,4,-11124.816054785495,-12722.591091574539,-1.1124816054785496,-1.272259109157454,2018
41,SHORT,2018-03-01 14:15:00+05:30,2018-03-01 15:15:00+05:30,10455.15,10514.2,2018-03-05 14:15:00+05:30,10374.35,Reversed,80.79999999999927,76.63409999999928,382.58657216778334,4,30912.995031156617,29319.17763016285,3.091299503115662,2.9319177630162847,2018
42,LONG,2018-03-05 13:15:00+05:30,2018-03-05 14:15:00+05:30,10374.35,10323.9,2018-03-06 11:15:00+05:30,10386.75,Reversed,12.399999999999636,8.247779999999636,385.56632463720615,4,4781.022425501216,3180.066221016116,0.4781022425501216,0.31800662210161157,2018
