Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Previous Day,Trade Year
2019-06-12,11962.45,11866.6,95.85000000000036,11873.9,50%,11921.825,11825.974999999999,low,11900,2019-06-13,0,NIFTY1961311900CE,CE,2019-06-13 11:55:00,2.55,2019-06-13 15:30:00,6.55,EOD Closing,-4.0,0.091,-4.091,6806.72268907563,-27226.89075630252,-27846.302521008405,-0.3025210084033614,-0.30940336134453783,,2019
2019-06-13,11930.5,11817.1,113.39999999999964,11910.1,50%,11966.8,11853.400000000001,low,11950,2019-06-20,6,NIFTY1962011950CE,CE,2019-06-14 09:45:00,32.65,2019-06-14 15:30:00,0.05,EOD Closing,32.6,0.32699999999999996,32.273,6778.242677824268,220970.71129707113,218754.22594142263,2.4552301255230127,2.4306025104602513,,2019
2019-06-14,11911.45,11798.9,112.55000000000109,11844.0,50%,11900.275000000001,11787.724999999999,low,11900,2019-06-20,3,NIFTY1962011900CE,CE,2019-06-17 09:19:00,23.6,2019-06-17 15:30:00,0.05,EOD Closing,23.55,0.23650000000000002,23.3135,6806.72268907563,160298.3193277311,158688.5294117647,1.78109243697479,1.763205882352941,,2019
,11727.15,11641.35,85.79999999999927,11744.45,50%,11787.35,11701.550000000001,high,11700,2019-06-20,1,NIFTY1962011700PE,PE,2019-06-19 09:29:00,11.95,2019-06-19 14:45:00,78.9,SL Hit,-66.95,0.9085000000000001,-67.8585,6923.076923076923,-463500.0,-469789.61538461543,-5.15,-5.219884615384616,2019-06-18,2019
2019-06-18,11727.15,11641.35,85.79999999999927,11744.45,50%,11787.35,11701.550000000001,low,11800,2019-06-20,1,NIFTY1962011800CE,CE,2019-06-19 12:26:00,12.2,2019-06-19 13:02:00,14.65,SL Hit,-2.450000000000001,0.2685,-2.718500000000001,6864.406779661017,-16817.7966101695,-18660.88983050848,-0.1868644067796611,-0.20734322033898311,,2019
,11802.35,11625.2,177.14999999999964,11653.65,50%,11742.224999999999,11565.075,high,11550,2019-06-20,0,NIFTY1962011550PE,PE,2019-06-20 11:00:00,0.4,2019-06-20 15:30:00,0.05,EOD Closing,0.35000000000000003,0.0045000000000000005,0.34550000000000003,7012.987012987013,2454.545454545455,2422.9870129870133,0.02727272727272728,0.026922077922077924,2019-06-19,2019
2019-06-20,11843.0,11635.25,207.75,11827.6,50%,11931.475,11723.725,low,11950,2019-06-27,6,NIFTY19JUN11950CE,CE,2019-06-21 14:02:00,12.8,2019-06-21 15:30:00,0.05,EOD Closing,12.75,0.1285,12.6215,6778.242677824268,86422.59414225942,85551.58995815899,0.9602510460251046,0.9505732217573222,,2019
,11753.5,11670.5,83.0,11681.0,50%,11722.5,11639.5,high,11650,2019-06-27,2,NIFTY19JUN11650PE,PE,2019-06-25 12:13:00,23.9,2019-06-25 15:30:00,0.05,EOD Closing,23.849999999999998,0.2395,23.6105,6952.789699570815,165824.0343347639,164158.8412017167,1.8424892703862659,1.823987124463519,2019-06-24,2019
,11814.2,11651.15,163.0500000000011,11768.15,50%,11849.675,11686.625,high,11700,2019-06-27,1,NIFTY19JUN11700PE,PE,2019-06-26 14:43:00,5.45,2019-06-26 15:30:00,0.05,EOD Closing,5.4,0.055,5.345000000000001,6923.076923076923,37384.61538461538,37003.846153846156,0.4153846153846154,0.41115384615384615,2019-06-25,2019
2019-06-27,11910.8,11823.25,87.54999999999927,11861.15,50%,11904.925,11817.375,low,11900,2019-07-04,6,NIFTY1970411900CE,CE,2019-06-28 10:51:00,53.35,2019-06-28 15:30:00,40.55,EOD Closing,12.800000000000004,0.9390000000000001,11.861000000000004,6806.72268907563,87126.05042016809,80734.53781512608,0.9680672268907564,0.8970504201680676,,2019
2019-07-01,11884.45,11831.2,53.25,11890.3,50%,11916.925,11863.675,low,11900,2019-07-04,2,NIFTY1970411900CE,CE,2019-07-02 09:16:00,45.6,2019-07-02 13:54:00,43.05,SL Hit,2.5500000000000043,0.8865000000000001,1.6635000000000042,6806.72268907563,17357.142857142884,11322.98319327734,0.19285714285714317,0.12581092436974822,,2019
,11945.05,11887.9,57.149999999999636,11928.8,50%,11957.375,11900.224999999999,high,11900,2019-07-04,0,NIFTY1970411900PE,PE,2019-07-04 09:48:00,6.1,2019-07-04 15:30:00,0.05,EOD Closing,6.05,0.0615,5.9885,6806.72268907563,41180.67226890756,40762.05882352941,0.457563025210084,0.45291176470588235,2019-07-03,2019
2019-07-04,11969.0,11924.3,44.70000000000073,11964.75,50%,11987.1,11942.4,low,12000,2019-07-11,6,NIFTY1971112000CE,CE,2019-07-05 10:20:00,70.55,2019-07-05 15:30:00,0.05,EOD Closing,70.5,0.706,69.794,6750.0,475875.0,471109.5,5.2875,5.23455,,2019
2019-07-05,11981.5,11798.5,183.0,11770.4,50%,11861.9,11678.9,low,11850,2019-07-11,3,NIFTY1971111850CE,CE,2019-07-08 09:31:00,10.65,2019-07-08 15:30:00,0.05,EOD Closing,10.6,0.10700000000000001,10.493,6835.443037974684,72455.69620253165,71724.30379746835,0.8050632911392405,0.7969367088607595,,2019
2019-07-11,11598.3,11519.55,78.75,11601.15,50%,11640.525,11561.775,low,11650,2019-07-18,6,NIFTY1971811650CE,CE,2019-07-12 09:54:00,27.0,2019-07-12 11:38:00,32.9,SL Hit,-5.899999999999999,0.599,-6.498999999999999,6952.789699570815,-41021.4592274678,-45186.18025751072,-0.4557939914163089,-0.5020686695278969,,2019
2019-07-12,11639.15,11538.65,100.5,11614.75,50%,11665.0,11564.5,low,11650,2019-07-18,3,NIFTY1971811650CE,CE,2019-07-15 10:04:00,18.15,2019-07-15 15:30:00,0.05,EOD Closing,18.099999999999998,0.182,17.918,6952.789699570815,125845.49356223174,124580.08583690986,1.398283261802575,1.3842231759656651,,2019
,11617.3,11532.5,84.79999999999927,11596.65,50%,11639.05,11554.25,high,11550,2019-07-18,2,NIFTY1971811550PE,PE,2019-07-16 11:53:00,16.3,2019-07-16 15:30:00,0.05,EOD Closing,16.25,0.1635,16.0865,7012.987012987013,113961.03896103897,112814.41558441559,1.2662337662337662,1.2534935064935064,2019-07-15,2019
2019-07-17,11706.6,11651.7,54.899999999999636,11675.6,50%,11703.05,11648.150000000001,low,11700,2019-07-18,0,NIFTY1971811700CE,CE,2019-07-18 09:39:00,3.35,2019-07-18 15:30:00,0.05,EOD Closing,3.3000000000000003,0.034,3.2660000000000005,6923.076923076923,22846.153846153848,22610.769230769234,0.2538461538461539,0.25123076923076926,,2019
2019-07-18,11676.8,11582.4,94.39999999999964,11627.95,50%,11675.150000000001,11580.75,low,11700,2019-07-25,6,NIFTY19JUL11700CE,CE,2019-07-19 09:39:00,19.8,2019-07-19 15:30:00,0.05,EOD Closing,19.75,0.1985,19.5515,6923.076923076923,136730.76923076922,135356.53846153847,1.5192307692307692,1.5039615384615383,,2019
2019-07-22,11392.85,11301.55,91.30000000000109,11372.25,50%,11417.900000000001,11326.599999999999,low,11400,2019-07-25,2,NIFTY19JUL11400CE,CE,2019-07-23 09:25:00,28.65,2019-07-23 14:12:00,44.2,SL Hit,-15.550000000000004,0.7284999999999999,-16.278500000000005,7105.263157894737,-110486.84210526319,-115663.02631578951,-1.2276315789473689,-1.2851447368421056,,2019
2019-07-23,11398.1,11303.15,94.95000000000073,11322.45,50%,11369.925000000001,11274.975,low,11350,2019-07-25,1,NIFTY19JUL11350CE,CE,2019-07-24 09:55:00,12.25,2019-07-24 15:30:00,0.05,EOD Closing,12.2,0.12300000000000001,12.077,7136.563876651982,87066.07929515418,86188.28193832599,0.9674008810572686,0.9576475770925109,,2019
,11359.25,11230.2,129.04999999999927,11290.4,50%,11354.925,11225.875,high,11250,2019-07-25,0,NIFTY19JUL11250PE,PE,2019-07-25 09:43:00,3.2,2019-07-25 15:30:00,0.3,EOD Closing,2.9000000000000004,0.035,2.865,7200.0,20880.000000000004,20628.0,0.23200000000000004,0.2292,2019-07-24,2019
2019-07-26,11307.35,11210.6,96.75,11307.5,50%,11355.875,11259.125,low,11350,2019-08-01,3,NIFTY1980111350CE,CE,2019-07-29 09:30:00,22.15,2019-07-29 15:30:00,0.05,EOD Closing,22.099999999999998,0.222,21.877999999999997,7136.563876651982,157718.0616740088,156133.74449339203,1.7524229074889863,1.7348193832599115,,2019
2019-07-29,11307.5,11152.75,154.75,11213.7,50%,11291.075,11136.325,low,11300,2019-08-01,2,NIFTY1980111300CE,CE,2019-07-30 14:24:00,9.3,2019-07-30 15:30:00,0.05,EOD Closing,9.25,0.09350000000000001,9.1565,7168.141592920354,66305.30973451327,65635.08849557521,0.736725663716814,0.7292787610619468,,2019
,11267.1,11072.95,194.14999999999964,11034.05,50%,11131.125,10936.974999999999,high,10950,2019-08-01,1,NIFTY1980110950PE,PE,2019-07-31 14:27:00,4.85,2019-07-31 15:30:00,0.05,EOD Closing,4.8,0.048999999999999995,4.7509999999999994,7397.260273972603,35506.84931506849,35144.38356164383,0.3945205479452054,0.3904931506849314,2019-07-30,2019
2019-07-31,11144.15,10999.65,144.5,11060.2,50%,11132.45,10987.95,low,11150,2019-08-01,0,NIFTY1980111150CE,CE,2019-08-01 11:01:00,0.7,2019-08-01 15:30:00,0.05,EOD Closing,0.6499999999999999,0.0075,0.6425,7264.5739910313905,4721.973094170403,4667.488789237668,0.052466367713004475,0.0518609865470852,,2019
,11076.6,10881.35,195.25,10930.3,50%,11027.925,10832.675,high,10850,2019-08-08,6,NIFTY1980810850PE,PE,2019-08-02 13:56:00,28.2,2019-08-02 15:30:00,0.05,EOD Closing,28.15,0.28250000000000003,27.8675,7465.437788018433,210152.07373271888,208043.08755760366,2.3350230414746544,2.311589861751152,2019-08-01,2019
,10895.8,10782.75,113.04999999999927,10815.4,50%,10871.925,10758.875,high,10750,2019-08-08,2,NIFTY1980810750PE,PE,2019-08-06 09:16:00,43.25,2019-08-06 15:30:00,0.05,EOD Closing,43.2,0.433,42.767,7534.883720930233,325506.9767441861,322244.37209302327,3.6167441860465117,3.5804930232558143,2019-08-05,2019
2019-08-06,11018.0,10815.4,202.60000000000036,10958.1,50%,11059.400000000001,10856.8,low,11050,2019-08-08,1,NIFTY1980811050CE,CE,2019-08-07 15:10:00,2.6,2019-08-07 15:30:00,0.3,EOD Closing,2.3000000000000003,0.028999999999999998,2.2710000000000004,7330.316742081448,16859.72850678733,16647.14932126697,0.18733031674208145,0.1849683257918552,,2019
,10975.3,10836.6,138.6999999999989,10899.2,50%,10968.55,10829.850000000002,high,10850,2019-08-08,0,NIFTY1980810850PE,PE,2019-08-08 14:30:00,0.85,2019-08-08 15:30:00,0.05,EOD Closing,0.7999999999999999,0.009000000000000001,0.7909999999999999,7465.437788018433,5972.350230414746,5905.16129032258,0.06635944700460829,0.06561290322580644,2019-08-07,2019
2019-08-09,11181.3,11063.15,118.14999999999964,11139.4,50%,11198.474999999999,11080.325,low,11200,2019-08-14,1,NIFTY1981411200CE,CE,2019-08-13 09:15:00,16.95,2019-08-13 15:30:00,0.05,EOD Closing,16.9,0.17,16.729999999999997,7232.142857142857,122223.21428571428,120993.74999999997,1.3580357142857142,1.3443749999999997,,2019
2019-08-14,11077.35,10935.85,141.5,11043.65,50%,11114.4,10972.9,low,11100,2019-08-22,6,NIFTY1982211100CE,CE,2019-08-16 09:15:00,36.05,2019-08-16 15:30:00,0.05,EOD Closing,36.0,0.36099999999999993,35.639,7297.2972972972975,262702.7027027027,260068.3783783784,2.9189189189189193,2.8896486486486492,,2019
2019-08-19,11146.8,11038.65,108.14999999999964,11063.9,50%,11117.974999999999,11009.825,low,11100,2019-08-22,2,NIFTY1982211100CE,CE,2019-08-20 10:09:00,28.8,2019-08-20 15:30:00,0.05,EOD Closing,28.75,0.28850000000000003,28.4615,7297.2972972972975,209797.2972972973,207692.02702702704,2.331081081081081,2.3076891891891895,,2019
2019-08-20,11076.05,10985.65,90.39999999999964,11018.15,50%,11063.349999999999,10972.95,low,11050,2019-08-22,1,NIFTY1982211050CE,CE,2019-08-21 11:51:00,22.65,2019-08-21 15:30:00,0.05,EOD Closing,22.599999999999998,0.227,22.372999999999998,7330.316742081448,165665.1583710407,164001.17647058822,1.8407239819004524,1.822235294117647,,2019
2019-08-21,11033.95,10906.65,127.30000000000109,10905.3,50%,10968.95,10841.649999999998,low,10950,2019-08-22,0,NIFTY1982210950CE,CE,2019-08-22 10:34:00,4.75,2019-08-22 15:30:00,0.05,EOD Closing,4.7,0.048,4.652,7397.260273972603,34767.12328767123,34412.05479452055,0.38630136986301367,0.3823561643835617,,2019
,10906.65,10718.95,187.6999999999989,10699.6,50%,10793.45,10605.75,high,10600,2019-08-29,6,NIFTY19AUG10600PE,PE,2019-08-23 10:41:00,34.4,2019-08-23 15:30:00,0.05,EOD Closing,34.35,0.3445,34.005500000000005,7641.509433962264,262485.8490566038,259853.3490566038,2.9165094339622644,2.8872594339622646,2019-08-22,2019
2019-08-23,10861.9,10637.75,224.14999999999964,11000.3,50%,11112.375,10888.224999999999,low,11100,2019-08-29,3,NIFTY19AUG11100CE,CE,2019-08-26 09:28:00,20.65,2019-08-26 09:29:00,19.5,SL Hit,1.1499999999999986,0.40149999999999997,0.7484999999999986,7297.2972972972975,8391.891891891883,5462.027027027017,0.09324324324324314,0.06068918918918907,,2019
,11107.2,11096.05,11.150000000001455,11101.3,50%,11106.875,11095.724999999999,high,11100,2019-08-29,1,NIFTY19AUG11100PE,PE,2019-08-28 09:19:00,46.6,2019-08-28 09:40:00,56.3,SL Hit,-9.699999999999996,1.0290000000000001,-10.728999999999996,7297.2972972972975,-70783.78378378376,-78292.70270270268,-0.7864864864864861,-0.8699189189189186,2019-08-27,2019
2019-08-27,11107.2,11096.05,11.150000000001455,11101.3,50%,11106.875,11095.724999999999,low,11100,2019-08-29,1,NIFTY19AUG11100CE,CE,2019-08-28 09:15:00,51.95,2019-08-28 09:19:00,64.95,SL Hit,-13.0,1.169,-14.169,7297.2972972972975,-94864.86486486487,-103395.40540540541,-1.0540540540540542,-1.1488378378378379,,2019
2019-08-28,11129.05,10987.95,141.09999999999854,10996.05,50%,11066.599999999999,10925.5,low,11050,2019-08-29,0,NIFTY19AUG11050CE,CE,2019-08-29 12:34:00,2.1,2019-08-29 15:30:00,0.05,EOD Closing,2.0500000000000003,0.0215,2.0285,7330.316742081448,15027.14932126697,14869.54751131222,0.16696832579185522,0.16521719457013576,,2019
,11021.05,10922.65,98.39999999999964,10987.8,50%,11037.0,10938.599999999999,high,10950,2019-09-05,6,NIFTY1990510950PE,PE,2019-08-30 15:20:00,38.95,2019-08-30 15:30:00,100.55,EOD Closing,-61.599999999999994,1.395,-62.995,7397.260273972603,-455671.2328767123,-465990.4109589041,-5.063013698630137,-5.177671232876712,2019-08-29,2019
2019-08-29,11021.05,10922.65,98.39999999999964,10987.8,50%,11037.0,10938.599999999999,low,11050,2019-09-05,6,NIFTY1990511050CE,CE,2019-08-30 10:20:00,53.8,2019-08-30 15:10:00,66.0,SL Hit,-12.200000000000003,1.198,-13.398000000000003,7330.316742081448,-89429.86425339368,-98211.58371040727,-0.9936651583710409,-1.0912398190045254,,2019
2019-08-30,11042.35,10874.95,167.39999999999964,10960.95,50%,11044.650000000001,10877.25,low,11050,2019-09-05,2,NIFTY1990511050CE,CE,2019-09-03 12:30:00,20.85,2019-09-03 15:30:00,0.05,EOD Closing,20.8,0.20900000000000002,20.591,7330.316742081448,152470.58823529413,150938.5520361991,1.6941176470588237,1.6770950226244346,,2019
,10858.6,10746.6,112.0,10860.95,50%,10916.95,10804.95,high,10800,2019-09-05,0,NIFTY1990510800PE,PE,2019-09-05 10:27:00,2.9,2019-09-05 15:30:00,0.05,EOD Closing,2.85,0.0295,2.8205,7500.0,21375.0,21153.75,0.2375,0.23504166666666668,2019-09-04,2019
,10919.55,10816.1,103.44999999999891,10883.8,50%,10935.524999999998,10832.075,high,10850,2019-09-12,6,NIFTY1991210850PE,PE,2019-09-06 13:11:00,48.65,2019-09-06 15:30:00,0.05,EOD Closing,48.6,0.487,48.113,7465.437788018433,362820.2764976958,359184.60829493083,4.031336405529953,3.990940092165898,2019-09-05,2019
,10956.8,10867.65,89.14999999999964,10936.7,50%,10981.275000000001,10892.125,high,10900,2019-09-12,3,NIFTY1991210900PE,PE,2019-09-09 10:09:00,33.0,2019-09-09 15:30:00,0.05,EOD Closing,32.95,0.33049999999999996,32.6195,7431.192660550459,244857.79816513765,242401.7889908257,2.720642201834863,2.6933532110091747,2019-09-06,2019
2019-09-06,10956.8,10867.65,89.14999999999964,10936.7,50%,10981.275000000001,10892.125,low,11000,2019-09-12,3,NIFTY1991211000CE,CE,2019-09-09 09:15:00,33.5,2019-09-09 10:06:00,46.2,SL Hit,-12.700000000000003,0.797,-13.497000000000003,7363.636363636364,-93518.18181818184,-99387.00000000003,-1.0390909090909093,-1.1043000000000005,,2019
,11054.65,11012.35,42.29999999999927,11058.3,50%,11079.449999999999,11037.15,high,11050,2019-09-12,0,NIFTY1991211050PE,PE,2019-09-12 09:24:00,18.55,2019-09-12 13:53:00,38.45,SL Hit,-19.900000000000002,0.5700000000000001,-20.470000000000002,7330.316742081448,-145873.30316742082,-150051.58371040726,-1.620814479638009,-1.6672398190045252,2019-09-11,2019
2019-09-11,11054.65,11012.35,42.29999999999927,11058.3,50%,11079.449999999999,11037.15,low,11100,2019-09-12,0,NIFTY1991211100CE,CE,2019-09-12 11:13:00,4.9,2019-09-12 12:31:00,4.85,SL Hit,0.05000000000000071,0.0975,-0.04749999999999929,7297.2972972972975,364.86486486487007,-346.6216216216165,0.004054054054054112,-0.0038513513513512947,,2019
,11081.75,10965.2,116.54999999999927,10986.8,50%,11045.074999999999,10928.525,high,10950,2019-09-19,6,NIFTY1991910950PE,PE,2019-09-13 14:58:00,23.75,2019-09-13 15:30:00,243.0,EOD Closing,-219.25,2.6675,-221.9175,7397.260273972603,-1621849.3150684931,-1641581.506849315,-18.02054794520548,-18.239794520547946,2019-09-12,2019
2019-09-16,11052.5,10968.45,84.04999999999927,11000.1,50%,11042.125,10958.075,low,11050,2019-09-19,2,NIFTY1991911050CE,CE,2019-09-17 09:46:00,26.85,2019-09-17 15:30:00,0.05,EOD Closing,26.8,0.269,26.531000000000002,7330.316742081448,196452.4886877828,194480.6334841629,2.1828054298642536,2.16089592760181,,2019
2019-09-18,10884.75,10805.45,79.29999999999927,10845.2,50%,10884.85,10805.550000000001,low,10900,2019-09-19,0,NIFTY1991910900CE,CE,2019-09-19 09:16:00,4.45,2019-09-19 15:30:00,0.05,EOD Closing,4.4,0.045,4.355,7431.192660550459,32697.247706422022,32362.84403669725,0.36330275229357806,0.3595871559633028,,2019
,10845.2,10670.5,174.70000000000073,10746.8,50%,10834.15,10659.449999999999,high,10650,2019-09-26,6,NIFTY19SEP10650PE,PE,2019-09-20 10:48:00,16.8,2019-09-20 15:30:00,0.1,EOD Closing,16.7,0.169,16.531,7605.633802816901,127014.08450704225,125728.73239436619,1.4112676056338027,1.3969859154929576,2019-09-19,2019
2019-09-24,11654.7,11539.6,115.10000000000036,11564.85,50%,11622.400000000001,11507.3,low,11600,2019-09-26,1,NIFTY19SEP11600CE,CE,2019-09-25 09:24:00,29.1,2019-09-25 15:30:00,0.05,EOD Closing,29.05,0.29150000000000004,28.7585,6982.758620689655,202849.1379310345,200813.66379310345,2.2538793103448276,2.2312629310344825,,2019
,11564.85,11416.4,148.45000000000073,11469.85,50%,11544.075,11395.625,high,11400,2019-09-26,0,NIFTY19SEP11400PE,PE,2019-09-26 09:34:00,4.5,2019-09-26 15:30:00,0.05,EOD Closing,4.45,0.0455,4.4045000000000005,7105.263157894737,31618.42105263158,31295.13157894737,0.35131578947368425,0.34772368421052635,2019-09-25,2019
2019-09-27,11593.1,11500.3,92.80000000000109,11491.15,50%,11537.55,11444.75,low,11550,2019-10-03,3,NIFTY19100311550CE,CE,2019-09-30 09:37:00,39.5,2019-09-30 15:30:00,0.05,EOD Closing,39.45,0.39549999999999996,39.054500000000004,7012.987012987013,276662.3376623377,273888.70129870134,3.0740259740259743,3.043207792207793,,2019
2019-09-30,11508.2,11391.25,116.95000000000073,11515.4,50%,11573.875,11456.925,low,11550,2019-10-03,2,NIFTY19100311550CE,CE,2019-10-01 10:01:00,24.5,2019-10-01 10:48:00,42.2,SL Hit,-17.700000000000003,0.667,-18.367000000000004,7012.987012987013,-124129.87012987015,-128807.53246753251,-1.3792207792207796,-1.4311948051948058,,2019
2019-10-03,11369.05,11257.8,111.25,11388.45,50%,11444.075,11332.825,low,11450,2019-10-10,6,NIFTY19101011450CE,CE,2019-10-04 11:45:00,56.4,2019-10-04 15:30:00,0.05,EOD Closing,56.35,0.5645,55.7855,7074.235807860262,398633.18777292577,394639.7816593886,4.429257641921398,4.384886462882096,,2019
,11233.4,11113.35,120.04999999999927,11152.95,50%,11212.975,11092.925000000001,high,11100,2019-10-10,1,NIFTY19101011100PE,PE,2019-10-09 12:01:00,15.2,2019-10-09 15:30:00,0.05,EOD Closing,15.149999999999999,0.1525,14.997499999999999,7297.2972972972975,110554.05405405405,109441.21621621621,1.2283783783783784,1.2160135135135135,2019-10-07,2019
2019-10-07,11233.4,11113.35,120.04999999999927,11152.95,50%,11212.975,11092.925000000001,low,11200,2019-10-10,1,NIFTY19101011200CE,CE,2019-10-09 10:18:00,18.5,2019-10-09 12:54:00,73.45,SL Hit,-54.95,0.9195000000000001,-55.8695,7232.142857142857,-397406.25,-404056.20535714284,-4.415625,-4.489513392857143,,2019
,11292.9,11208.65,84.25,11257.7,50%,11299.825,11215.575,high,11200,2019-10-17,6,NIFTY19101711200PE,PE,2019-10-11 09:20:00,51.5,2019-10-11 10:49:00,123.6,SL Hit,-72.1,1.751,-73.851,7232.142857142857,-521437.49999999994,-534100.9821428572,-5.793749999999999,-5.934455357142857,2019-10-10,2019
2019-10-10,11292.9,11208.65,84.25,11257.7,50%,11299.825,11215.575,low,11300,2019-10-17,6,NIFTY19101711300CE,CE,2019-10-11 10:49:00,61.35,2019-10-11 14:00:00,108.5,SL Hit,-47.15,1.6985,-48.8485,7168.141592920354,-337977.8761061947,-350152.9646017699,-3.7553097345132747,-3.890588495575221,,2019
,11420.35,11290.2,130.14999999999964,11360.85,50%,11425.925,11295.775000000001,high,11300,2019-10-17,2,NIFTY19101711300PE,PE,2019-10-15 12:16:00,31.15,2019-10-15 15:30:00,3.4,EOD Closing,27.75,0.3455,27.4045,7168.141592920354,198915.92920353982,196439.33628318584,2.2101769911504423,2.182659292035398,2019-10-14,2019
,11466.3,11441.3,25.0,11580.3,50%,11592.8,11567.8,high,11550,2019-10-24,6,NIFTY19102411550PE,PE,2019-10-18 09:28:00,70.85,2019-10-18 15:30:00,0.1,EOD Closing,70.75,0.7094999999999999,70.0405,7012.987012987013,496168.8311688312,491193.1168831169,5.512987012987013,5.4577012987012985,2019-10-17,2019
2019-10-17,11466.3,11441.3,25.0,11580.3,50%,11592.8,11567.8,low,11600,2019-10-24,6,NIFTY19102411600CE,CE,2019-10-18 09:15:00,62.65,2019-10-18 09:16:00,65.0,SL Hit,-2.3500000000000014,1.2765000000000002,-3.626500000000002,6982.758620689655,-16409.4827586207,-25322.974137931047,-0.18232758620689668,-0.28136637931034497,,2019
2019-10-18,11684.15,11554.0,130.14999999999964,11657.15,50%,11722.224999999999,11592.075,low,11700,2019-10-24,2,NIFTY19102411700CE,CE,2019-10-22 14:16:00,31.95,2019-10-22 15:30:00,0.05,EOD Closing,31.9,0.32,31.58,6923.076923076923,220846.15384615384,218630.76923076922,2.4538461538461536,2.429230769230769,,2019
2019-10-23,11651.6,11555.15,96.45000000000073,11661.65,50%,11709.875,11613.425,low,11700,2019-10-24,0,NIFTY19102411700CE,CE,2019-10-24 09:58:00,7.0,2019-10-24 15:30:00,0.05,EOD Closing,6.95,0.0705,6.8795,6923.076923076923,48115.38461538462,47627.307692307695,0.5346153846153847,0.5291923076923077,,2019
2019-10-24,11679.35,11535.95,143.39999999999964,11646.15,50%,11717.849999999999,11574.45,low,11700,2019-10-31,6,NIFTY19OCT11700CE,CE,2019-10-25 09:18:00,43.65,2019-10-25 15:30:00,178.65,EOD Closing,-135.0,2.2230000000000003,-137.223,6923.076923076923,-934615.3846153846,-950005.3846153846,-10.384615384615385,-10.555615384615384,,2019
,11669.3,11606.25,63.04999999999927,11643.95,50%,11675.475,11612.425000000001,high,11600,2019-10-31,2,NIFTY19OCT11600PE,PE,2019-10-29 09:55:00,27.0,2019-10-29 15:30:00,0.05,EOD Closing,26.95,0.2705,26.6795,6982.758620689655,188185.3448275862,186296.50862068965,2.0909482758620688,2.0699612068965516,2019-10-27,2019
2019-10-29,11809.15,11627.5,181.64999999999964,11883.9,50%,11974.724999999999,11793.075,low,11950,2019-10-31,1,NIFTY19OCT11950CE,CE,2019-10-30 09:39:00,8.3,2019-10-30 09:42:00,9.5,SL Hit,-1.1999999999999993,0.17800000000000002,-1.3779999999999992,6778.242677824268,-8133.891213389117,-9340.418410041835,-0.09037656903765685,-0.1037824267782426,,2019
,11883.9,11785.05,98.85000000000036,11890.45,50%,11939.875,11841.025000000001,high,11850,2019-10-31,0,NIFTY19OCT11850PE,PE,2019-10-31 14:16:00,0.55,2019-10-31 15:30:00,0.25,EOD Closing,0.30000000000000004,0.008,0.29200000000000004,6835.443037974684,2050.6329113924053,1995.949367088608,0.022784810126582282,0.022177215189873423,2019-10-30,2019
,11917.85,11843.35,74.5,11928.9,50%,11966.15,11891.65,high,11900,2019-11-07,3,NIFTY19110711900PE,PE,2019-11-04 09:20:00,52.05,2019-11-04 15:30:00,0.05,EOD Closing,52.0,0.5209999999999999,51.479,6806.72268907563,353949.5798319328,350403.2773109244,3.9327731092436977,3.89336974789916,2019-11-01,2019
2019-11-04,11988.9,11906.1,82.79999999999927,11974.6,50%,12016.0,11933.2,low,12000,2019-11-07,2,NIFTY19110712000CE,CE,2019-11-05 09:26:00,34.55,2019-11-05 15:30:00,12.0,EOD Closing,22.549999999999997,0.46549999999999997,22.0845,6750.0,152212.49999999997,149070.375,1.6912499999999995,1.6563375,,2019
,11978.8,11862.45,116.34999999999854,11911.5,50%,11969.675,11853.325,high,11850,2019-11-07,1,NIFTY19110711850PE,PE,2019-11-06 12:04:00,10.75,2019-11-06 15:30:00,0.05,EOD Closing,10.7,0.10800000000000001,10.591999999999999,6835.443037974684,73139.24050632911,72401.01265822785,0.8126582278481012,0.8044556962025317,2019-11-05,2019
2019-11-05,11978.8,11862.45,116.34999999999854,11911.5,50%,11969.675,11853.325,low,11950,2019-11-07,1,NIFTY19110711950CE,CE,2019-11-06 10:51:00,13.05,2019-11-06 13:34:00,73.55,SL Hit,-60.5,0.866,-61.366,6778.242677824268,-410083.6820083682,-415953.64016736404,-4.556485355648536,-4.621707112970712,,2019
,12021.1,11947.15,73.95000000000073,11987.15,50%,12024.125,11950.175,high,11950,2019-11-14,6,NIFTY19111411950PE,PE,2019-11-08 13:04:00,44.0,2019-11-08 14:54:00,70.95,SL Hit,-26.950000000000003,1.1495,-28.099500000000003,6778.242677824268,-182673.64016736404,-190465.23012552303,-2.0297071129707116,-2.1162803347280335,2019-11-07,2019
2019-11-07,12021.1,11947.15,73.95000000000073,11987.15,50%,12024.125,11950.175,low,12000,2019-11-14,6,NIFTY19111412000CE,CE,2019-11-08 10:37:00,54.75,2019-11-08 13:03:00,86.8,SL Hit,-32.05,1.4155000000000002,-33.4655,6750.0,-216337.49999999997,-225892.125,-2.4037499999999996,-2.5099125,,2019
